Date,Match,Team1,Team2,Team1_rank,Team2_rank,Team1_Star_Player_Count,Team1_Top100_players,Team2_Star_Player_Count,Team2_Top100_players,Team1_Recent_form,Team2_Recent_form,Head_to_Head_Team1_result_precentage,Team1_Result,Team1_goalkeeper_rank,Team2_goalkeeper_rank,Head_to_Head_Team1_result_percentage
2018/07,2018ArgvsCro,Argentina,Croatia,5,20,4,5,4,5,,,,-1,7,13,0.5
2018/07,2018BravsCoRi,Brazil,Costa Rica,2,23,7,10,2,2,,,,1,4,11,0.909090909
2018/07,2018NigvsIce,Nigeria,Iceland,48,22,2,2,1,0,,,,1,21,30,0.5
2018/07,2018ServsSwi,Serbia,Switzerland,34,6,1,1,2,3,,,,-1,27,6,0.5
2018/07,2018BelvsTun,Belgium,Tunisia,3,21,6,8,1,0,,,,1,1,28,0.625
2018/07,2018SKvsMex,South Korea,Mexico,57,15,2,2,2,2,,,,-1,25,14,0.333333333
2018/07,2018GervsSwe,Germany,Sweden,1,24,6,9,2,2,,,,1,2,15,0.554054054
2018/07,2018EngvsPan,England,Panama,12,55,4,6,0,0,,,,1,9,32,1
2018/07,2018JapvsSen,Japan,Senegal,61,27,1,1,2,2,,,,0,24,17,0.25
2018/07,2018PolvsCol,Poland,Colombia,8,16,2,2,3,4,,,,-1,12,16,0.333333333
2018/07,2018RusvsUru,Russia,Uruguay,70,14,1,1,3,4,,,,-1,19,10,0.722222222
2018/07,2018SAvsEgy,Saudi Arabia,Egypt,67,45,0,0,2,2,,,,1,31,20,0.357142857
2018/07,2018SpavsMor,Spain,Morocco,10,41,6,9,1,1,,,,0,3,22,0.833333333
2018/07,2018IravsPor,Iran,Portugal,37,4,1,0,3,4,,,,0,26,8,0.166666667
2018/07,2018AusvsPer,Australia,Peru,36,11,1,0,1,1,,,,-1,29,23,0
2018/07,2018DenvsFra,Denmark,France,12,7,2,2,6,8,,,,0,18,5,0.4
2018/07,2018NigvsArg,Nigeria,Argentina,48,5,2,2,4,5,,,,-1,21,7,0.277777778
2018/07,2018IcevsCro,Iceland,Croatia,22,20,1,0,4,5,,,,-1,30,13,0.214285714
2018/07,2018SKvsGer,South Korea,Germany,57,1,2,2,6,9,,,,1,25,2,0.5
2018/07,2018MexvsSwe,Mexico,Sweden,15,24,2,2,2,2,,,,-1,14,15,0.35
2018/07,2018ServsBra,Serbia,Brazil,34,2,1,1,7,10,,,,-1,27,4,0.1
2018/07,2018SwivsCoRi,Switzerland,Costa Rica,6,23,2,3,2,2,,,,0,6,11,0.5
2018/07,2018JapvsPol,Japan,Poland,61,8,1,1,2,2,,,,-1,24,12,0.666666667
2018/07,2018SenvsCol,Senegal,Colombia,27,16,2,2,3,4,,,,-1,17,16,0.166666667
2018/07,2018PanvsTus,Panama,Tunisia,55,21,0,0,1,0,,,,-1,32,28,0
2018/07,2018EngvsBel,England,Belgium,12,3,4,6,6,8,,,,-1,9,1,0.804347826
2018/07,2018FravsArg,France,Argentina,7,5,6,8,4,5,,,,1,5,7,0.375
2018/07,2018UruvsPor,Uruguay,Portugal,14,4,3,4,3,4,,,,1,10,8,0.5
2018/07,2018RusvsSpa,Russia,Spain,70,10,1,1,6,9,,,,0,19,3,0.272727273
2018/07,2018CrovsDen,Croatia,Denmark,20,12,4,5,2,2,,,,0,13,18,0.5
2018/07,2018BravsMex,Brazil,Mexico,2,15,7,10,2,2,,,,1,4,14,0.6625
2018/07,2018BelvsJap,Belgium,Japan,3,61,6,8,1,1,,,,1,1,24,0.4
2018/07,2018SwevsSwi,Sweden,Switzerland,24,6,2,2,2,3,,,,1,15,6,0.482142857
2018/07,2018ColvsEng,Colombia,England,16,12,3,4,4,6,,,,0,16,9,0.2
2018/07,218UruvsFra,Uruguay,France,14,7,3,4,6,8,,,,-1,10,5,0.625
2018/07,2018BravsBel,Brazil,Belgium,2,3,7,10,6,8,,,,-1,4,1,0.75
2018/07,2018SwevsEng,Sweden,England,24,12,2,2,4,6,,,,-1,15,9,0.479166667
2018/07,2018RusvsCro,Russia,Croatia,70,20,1,1,4,5,,,,0,19,13,0.333333333
2018/07,2018FravsBel,France,Belgium,7,3,6,8,6,8,,,,1,5,1,0.45890411
2018/07,2018CrovsEng,Croatia,England,20,12,4,5,4,6,,,,1,13,9,0.357142857
2018/07,2018BelvsEng,Belgium,England,3,12,6,8,4,6,,,,1,1,9,0.195652174
2018/07,2018_Final_FravsCro,France,Croatia,7,20,6,8,4,5,,,,1,5,13,0.8
2022/11,2022QatvsEcu,Qatar,Ecuador,50,44,0,1,1,2,,,,-1,32,23,0.5
2022/11,2022SenvsNeth,Senegal,Netherlands,18,8,1,3,2,5,,,,-1,15,8,0
2022/11,2022QatvsSen,Qatar,Senegal,50,18,0,1,1,3,,,,-1,32,15,0
2022/11,2022NethvsEcu,Netherlands,Ecuador,8,44,2,5,1,2,,,,0,8,23,0.75
2022/11,2022EcuvsSen,Ecuador,Senegal,44,18,1,2,1,3,,,,-1,23,15,0
2022/11,2022NethvsQat,Netherlands,Qatar,8,50,2,5,0,1,,,,1,8,32,0
2022/11,2022EngvsIra,England,Iran,5,20,2,6,0,1,,,,1,9,30,0
2022/11,2022UsvsWal,United States,Wales,16,19,1,3,1,2,,,,0,17,22,0.75
2022/11,2022WalvsIra,Wales,Iran,19,20,1,2,0,1,,,,-1,22,30,1
2022/11,2022EngvsUs,England,United States,5,16,2,6,1,3,,,,0,9,17,0.772727273
2022/11,2022WalsvsEng,Wales,England,19,5,1,2,2,6,,,,-1,22,9,0.271084337
2022/11,2022IravsUs,Iran,United States,20,16,0,1,1,3,,,,-1,30,17,0.75
2022/11,2022ArgvsSA,Argentina,Saudi Arabia,3,51,3,6,0,1,,,,-1,5,31,0.75
2022/11,2022MexvsPol,Mexico,Poland,13,26,1,3,1,2,,,,0,18,13,0.5
2022/11,2022PolvsSA,Poland,Saudi Arabia,26,51,1,2,0,1,,,,1,13,31,1
2022/11,2022ArgvsMex,Argentina,Mexico,3,13,3,6,1,3,,,,1,5,18,0.677419355
2022/11,2022PolvsArg,Poland,Argentina,26,3,1,2,3,6,,,,-1,13,5,0.363636364
2022/11,2022SAvsMex,Saudi Arabia,Mexico,51,13,0,1,1,3,,,,-1,31,18,0.1
2022/11,2022DenvsTun,Denmark,Tunisia,10,30,1,4,0,1,,,,0,14,25,1
2022/11,2022FravsAus,France,Australia,4,38,4,8,0,1,,,,1,4,29,0.7
2022/11,2022TunvsAus,Tunisia,Australia,30,38,0,1,0,1,,,,-1,25,29,1
2022/11,2022FravsDen,France,Denmark,4,10,4,8,1,4,,,,1,4,14,0.529411765
2022/11,2022AusvsDen,Australia,Denmark,38,10,0,1,1,4,,,,1,29,14,0.375
2022/11,2022TunvsFra,Tunisia,France,30,4,0,1,4,8,,,,1,25,4,0.25
2022/11,2022GervsJap,Germany,Japan,11,24,2,6,0,2,,,,-1,2,20,0.75
2022/11,2022SpavsCoRi,Spain,Costa Rica,7,31,2,6,1,2,,,,1,6,24,0.833333333
2022/11,2022JapvsCoRi,Japan,Costa Rica,24,31,0,2,1,2,,,,-1,20,24,0.875
2022/11,2022SpavsGer,Spain,Germany,7,11,2,6,2,6,,,,0,6,2,0.48
2022/11,2022JapvsSpa,Japan,Spain,24,7,0,2,2,6,,,,1,20,6,0
2022/11,2022CoRivsGer,Costa Rica,Germany,31,11,1,2,2,6,,,,-1,24,2,0
2022/11,2022MorvsCro,Morocco,Croatia,22,12,1,3,2,4,,,,0,16,10,0.5
2022/11,2022BelvsCan,Belgium,Canada,2,41,3,7,1,2,,,,1,1,28,1
2022/11,2022BelvsMor,Belgium,Morocco,2,22,3,7,1,3,,,,-1,1,16,0.666666667
2022/11,2022CrovsCan,Croatia,Canada,12,41,2,4,1,2,,,,1,10,28,0
2022/11,2022CrovsBel,Croatia,Belgium,12,2,2,4,3,7,,,,0,10,1,0.5
2022/11,2022CanvsMor,Canada,Morocco,41,22,1,2,1,3,,,,-1,28,16,0.166666667
2022/11,2022SwivsCam,Switzerland,Cameroon,15,43,1,3,1,2,,,,1,12,26,0
2022/11,2022BravsSer,Brazil,Serbia,1,21,4,9,1,3,,,,1,3,19,0.9
2022/11,2022CamvsSer,Cameroon,Serbia,43,21,1,2,1,3,,,,0,26,19,0
2022/11,2022BravsSwi,Brazil,Switzerland,1,15,4,9,1,3,,,,1,3,12,0.555555556
2022/11,2022ServsSwi,Serbia,Switzerland,21,15,1,3,1,3,,,,-1,19,12,0.5
2022/11,2022CamvsBra,Cameroon,Brazil,43,1,1,2,4,9,,,,1,26,3,0.166666667
2022/11,2022UruvsSK,Uruguay,South Korea,14,28,2,4,1,2,,,,0,11,21,0.8125
2022/11,2022PorvsGha,Portugal,Ghana,9,61,3,6,1,2,,,,1,7,27,1
2022/11,2022SKvsGha,South Korea,Ghana,28,61,1,2,1,2,,,,-1,21,27,0.5
2022/11,2022PorvsUru,Portugal,Uruguay,9,14,3,6,2,4,,,,1,7,11,0.5
2022/11,2022GhavsUru,Ghana,Uruguay,61,14,1,2,2,4,,,,-1,27,11,0.5
2022/11,2022SKvsPor,South Korea,Portugal,28,9,1,2,3,6,,,,1,21,7,1
2022/11,2022NethvsUs,Netherlands,United States,8,16,2,5,1,3,,,,1,8,17,0.8
2022/11,2022ArgvsAus,Argentina,Australia,3,38,3,6,0,1,,,,1,5,29,0.785714286
2022/11,2022JapvsCro,Japan,Croatia,24,12,0,2,2,4,,,,0,20,10,0.5
2022/11,2022BravsSK,Brazil,South Korea,1,28,4,9,1,2,,,,1,3,21,0.857142857
2022/11,2022EngvsSen,England,Senegal,5,18,2,6,1,3,,,,1,9,15,0
2022/11,2022FravsPol,France,Poland,4,26,4,8,1,2,,,,1,4,13,0.65625
2022/11,2022MorvsSpa,Morocco,Spain,22,7,1,3,2,6,,,,0,16,6,0.166666667
2022/11,2022PorvsSwi,Portugal,Switzerland,9,15,3,6,1,3,,,,1,7,12,0.46
2022/11,2022NethvsArg,Netherlands,Argentina,8,3,2,5,3,6,,,,0,8,5,0.666666667
2022/11,2022CrovsBra,Croatia,Brazil,12,1,2,4,4,9,,,,0,10,3,0.125
2022/11,2022EngvsFra,England,France,5,4,2,6,4,8,,,,-1,9,4,0.606060606
2022/11,2022MorvsPor,Morocco,Portugal,22,9,1,3,3,6,,,,1,16,7,0.5
2022/11,2022ArgvsCro,Argentina,Croatia,3,12,3,6,2,4,,,,1,5,10,0.5
2022/11,2022FravsMor,France,Morocco,4,22,4,8,1,3,,,,1,4,16,0.8
2022/11,2022_Final_ArgvsFra,Argentina,France,3,4,3,6,4,8,,,,0,5,4,0.625
2022/11,2022CrovsMor,Croatia,Morocco,12,22,2,4,1,3,,,,1,10,16,0.5
